Order_ID,Customer_ID,Order_Date,Product,Category,Sales,Quantity,Discount,Profit,City
ORD130,CUST1571,22-07-2023,Camera,Accessories,5713.29,4,0.24,-1540.31,Mumbai
ORD131,CUST79,24-07-2023,Watch,Accessories,17719.26,4,0.37,9127.86,Kolkata
ORD132,CUST579,02-06-2023,Tablet,Fashion,43570.75,2,0.45,11371.16,Chennai
ORD133,CUST1879,19-06-2023,Bag,Fashion,41978.55,3,0.48,2776.21,Kolkata
ORD134,CUST413,29-08-2023,Laptop,Accessories,18653.38,2,0.03,-4981.92,Chennai
ORD135,CUST546,14-10-2023,Laptop,Accessories,10395.25,3,0.1,13157.98,Bangalore
ORD136,CUST1633,02-09-2023,Laptop,Accessories,40214.88,2,0.5,9468.59,Bangalore
ORD137,CUST169,17-11-2023,Tablet,Fashion,30047.27,1,0.16,12713.8,Chennai
ORD138,CUST681,21-03-2023,Watch,Accessories,2064.22,4,0.03,12552.14,Chennai
ORD139,CUST1687,02-04-2023,Watch,Electronics,40308.69,1,0.47,4830.42,Delhi
ORD140,CUST583,29-05-2023,Phone,Fashion,47869.56,3,0.2,10095.2,Bangalore
ORD141,CUST515,30-01-2023,Laptop,Fashion,2583.31,1,0.15,11955.91,Mumbai
ORD142,CUST1338,03-05-2023,Watch,Fashion,14650.74,1,0.08,-4123.99,Kolkata
ORD143,CUST32,22-11-2023,Watch,Accessories,41063.52,3,0.21,11235.71,Kolkata
ORD144,CUST287,29-01-2023,Laptop,Electronics,29440.16,3,0.18,5007.08,Bangalore
ORD145,CUST594,16-09-2023,Laptop,Fashion,49473.13,3,0.46,2110.31,Kolkata
ORD146,CUST1067,05-07-2023,Watch,Electronics,45817.4,1,0.11,-1573.07,Mumbai
ORD147,CUST1927,16-03-2023,Headphones,Electronics,9324.44,4,0.04,-496.79,Chennai
ORD148,CUST617,14-02-2023,Bag,Electronics,33864.4,4,0.14,10914.79,Mumbai
ORD149,CUST1025,10-03-2023,Watch,Accessories,32837.71,3,0.27,12278.99,Bangalore
ORD150,CUST1597,29-07-2023,Phone,Accessories,5987.44,3,0.16,14261.05,Mumbai
ORD151,CUST270,27-08-2023,Shoes,Accessories,4931.19,2,0.16,-2069.53,Bangalore
ORD152,CUST1204,06-12-2023,Headphones,Fashion,28687.48,1,0.2,5307.14,Kolkata
ORD153,CUST1760,04-11-2023,Laptop,Fashion,20447.17,3,0.44,13343.16,Chennai
ORD154,CUST518,11-07-2023,Tablet,Electronics,27499.57,2,0.33,-593.48,Mumbai
ORD155,CUST1127,13-04-2023,Phone,Fashion,12322.01,1,0.26,-155.82,Kolkata
ORD156,CUST1034,29-08-2023,Camera,Accessories,28054.82,1,0.2,5853.57,Chennai
ORD157,CUST583,10-09-2023,Bag,Accessories,19478.07,3,0.04,6418.49,Mumbai
ORD158,CUST1114,08-08-2023,Tablet,Accessories,44433.11,2,0.44,-1163.61,Delhi
ORD159,CUST226,02-12-2023,Camera,Accessories,15651.29,1,0.06,5381.93,Chennai
ORD160,CUST670,05-08-2023,Shoes,Electronics,43606.31,2,0.09,13232.01,Kolkata
ORD161,CUST1764,21-07-2023,Headphones,Fashion,19804.62,4,0.23,6679.84,Chennai
ORD162,CUST917,29-01-2023,Watch,Accessories,29119.21,4,0.07,10703.99,Kolkata
ORD163,CUST126,31-07-2023,Laptop,Electronics,14675.66,2,0.32,10485.19,Chennai
ORD164,CUST956,03-06-2023,Watch,Fashion,40549.9,3,0.25,2712.6,Mumbai
ORD165,CUST1233,19-08-2023,Phone,Electronics,42260.5,3,0.25,10759.18,Bangalore
ORD166,CUST1121,12-04-2023,Tablet,Accessories,40547.99,4,0.48,11572.35,Delhi
ORD167,CUST74,11-11-2023,Camera,Accessories,32171.91,1,0.34,3484,Delhi
ORD168,CUST1651,26-06-2023,Tablet,Accessories,15586.81,2,0.37,10726.87,Kolkata
ORD169,CUST1215,30-06-2023,Laptop,Fashion,32006.17,1,0.3,14867.07,Bangalore
ORD170,CUST1706,20-08-2023,Watch,Accessories,47995.83,1,0.13,7608.33,Delhi
ORD171,CUST1843,12-01-2023,Tablet,Fashion,32595.08,1,0.03,-22.59,Mumbai
ORD172,CUST1984,05-07-2023,Laptop,Electronics,47841.45,1,0.28,11765.88,Delhi
ORD173,CUST1740,06-09-2023,Phone,Fashion,15576.73,3,0.22,-2600.65,Bangalore
ORD174,CUST56,23-09-2023,Camera,Electronics,42377.05,1,0.06,5008.19,Kolkata
ORD175,CUST720,15-05-2023,Watch,Fashion,36064.19,2,0.43,12956.7,Chennai
ORD176,CUST553,02-09-2023,Camera,Accessories,41050.6,3,0.25,7961.87,Delhi
ORD177,CUST32,31-01-2023,Shoes,Accessories,35682.77,3,0.23,14442.09,Bangalore
ORD178,CUST1551,13-12-2023,Tablet,Electronics,24277.96,1,0.21,2854.93,Delhi
ORD179,CUST574,16-09-2023,Bag,Fashion,34485.46,4,0.37,5551.93,Kolkata
ORD180,CUST667,14-04-2023,Watch,Fashion,46638.45,3,0.03,2289.46,Mumbai
ORD181,CUST284,01-01-2023,Laptop,Electronics,21168.29,2,0.11,8078.08,Chennai
ORD182,CUST1745,26-07-2023,Camera,Fashion,47611.39,4,0.45,1082.15,Chennai
ORD183,CUST1856,15-05-2023,Headphones,Fashion,2945.3,4,0.02,424.13,Mumbai
ORD184,CUST1518,28-09-2023,Watch,Electronics,1201.55,1,0.31,9786.37,Mumbai
ORD185,CUST187,30-03-2023,Laptop,Electronics,24943.24,4,0.12,14510.51,Delhi
ORD186,CUST498,14-07-2023,Tablet,Electronics,42501.39,2,0.27,-1577.34,Kolkata
ORD187,CUST1466,02-05-2023,Headphones,Fashion,12767.85,2,0.27,12467.1,Chennai
ORD188,CUST130,26-04-2023,Phone,Electronics,34824.48,4,0.33,13728.8,Kolkata
ORD189,CUST639,15-07-2023,Camera,Electronics,27571.8,3,0.09,10388.88,Chennai
ORD190,CUST1316,05-02-2023,Headphones,Electronics,14894.36,2,0.32,2883.12,Bangalore
ORD191,CUST114,08-03-2023,Bag,Electronics,14646.77,3,0.39,-3753.14,Kolkata
ORD192,CUST1223,13-05-2023,Laptop,Accessories,4127.17,4,0.09,-4398.85,Delhi
ORD193,CUST13,08-10-2023,Watch,Accessories,27042.59,4,0.39,6911.18,Kolkata
ORD194,CUST1295,11-01-2023,Tablet,Accessories,22781.98,4,0.06,10763.28,Mumbai
ORD195,CUST1625,06-08-2023,Headphones,Electronics,14826.44,3,0.13,1095.6,Mumbai
ORD196,CUST1239,18-11-2023,Phone,Fashion,48536.4,3,0.18,3899.74,Kolkata
ORD197,CUST444,05-06-2023,Camera,Accessories,41014.5,1,0.16,13.61,Kolkata
ORD198,CUST1814,28-08-2023,Headphones,Electronics,26485.07,3,0.37,11245.55,Chennai
ORD199,CUST1536,01-03-2023,Shoes,Accessories,26324.36,2,0.13,10995.15,Chennai
ORD200,CUST447,18-05-2023,Watch,Accessories,10083.78,4,0.38,9673.99,Bangalore
ORD201,CUST986,19-02-2023,Bag,Electronics,32631.8,3,0.03,11924.84,Bangalore
ORD202,CUST993,16-06-2023,Phone,Electronics,47704.96,3,0.16,-1897.74,Chennai
ORD203,CUST715,14-06-2023,Watch,Accessories,44965.33,3,0.46,3918.81,Bangalore
ORD204,CUST74,15-11-2023,Laptop,Electronics,4696.17,2,0.19,11314.65,Bangalore
ORD205,CUST537,08-07-2023,Laptop,Accessories,3128.31,3,0.24,14118.73,Delhi
ORD206,CUST101,02-04-2023,Laptop,Accessories,48081.63,2,0.38,11114.92,Kolkata
ORD207,CUST176,21-10-2023,Camera,Accessories,10395.34,4,0.03,12870.68,Delhi
ORD208,CUST427,16-10-2023,Watch,Accessories,27745.5,2,0.35,-4610.53,Delhi
ORD209,CUST1141,16-03-2023,Bag,Fashion,4198.14,1,0.03,10157.93,Bangalore
ORD210,CUST1190,14-02-2023,Laptop,Fashion,42243.23,1,0.28,-2182.26,Kolkata
ORD211,CUST41,22-02-2023,Watch,Electronics,6334.29,4,0.31,9871.61,Mumbai
ORD212,CUST429,24-06-2023,Watch,Fashion,32365.98,1,0.07,-3565.15,Mumbai
ORD213,CUST344,10-06-2023,Tablet,Fashion,3303.09,4,0.43,901.39,Delhi
ORD214,CUST1448,08-03-2023,Bag,Electronics,8255.26,2,0.28,8656.02,Delhi
ORD215,CUST366,27-12-2023,Phone,Accessories,25850.98,1,0.08,-1126.98,Kolkata
ORD216,CUST1144,27-09-2023,Phone,Fashion,2761.42,3,0.43,10693.59,Kolkata
ORD217,CUST609,04-05-2023,Watch,Fashion,10182.83,4,0.41,-3222.16,Delhi
ORD218,CUST657,01-07-2023,Phone,Fashion,7240.53,1,0.34,11569.32,Bangalore
ORD219,CUST728,01-07-2023,Camera,Fashion,2508.46,1,0.2,6400.03,Chennai
ORD220,CUST229,05-02-2023,Shoes,Accessories,48564.34,1,0.25,-4628.81,Kolkata
ORD221,CUST825,31-07-2023,Camera,Electronics,22783.23,1,0.35,75.87,Kolkata
ORD222,CUST1154,14-05-2023,Bag,Fashion,43017.32,3,0.15,4648.95,Kolkata
ORD223,CUST1376,19-12-2023,Watch,Fashion,18232.03,3,0.3,7853.74,Kolkata
ORD224,CUST889,27-06-2023,Phone,Fashion,2608.3,4,0.31,8476.11,Mumbai
ORD225,CUST1342,15-06-2023,Headphones,Fashion,34934.86,2,0.11,12899.86,Chennai
ORD226,CUST984,03-12-2023,Phone,Electronics,2418.33,4,0.06,3762.97,Chennai
ORD227,CUST1673,25-11-2023,Bag,Accessories,27862.72,1,0.08,-4748.71,Bangalore
ORD228,CUST836,23-11-2023,Camera,Electronics,7386.04,4,0.01,336.6,Kolkata
ORD229,CUST1361,15-02-2023,Camera,Fashion,33705.44,2,0.38,-3139.74,Chennai
ORD230,CUST1297,05-06-2023,Headphones,Fashion,44688.84,3,0.4,11765.9,Bangalore
ORD231,CUST117,24-08-2023,Laptop,Electronics,47810.31,2,0.4,-2000.34,Chennai
ORD232,CUST818,12-11-2023,Phone,Accessories,26624.93,1,0.46,2165.54,Mumbai
ORD233,CUST368,01-03-2023,Headphones,Accessories,26868.83,4,0.04,-2093.5,Mumbai
ORD234,CUST1118,05-01-2023,Bag,Accessories,2394.81,4,0.47,5330.21,Mumbai
ORD235,CUST168,30-06-2023,Headphones,Accessories,38608.87,4,0.25,-1087.34,Kolkata
ORD236,CUST954,25-05-2023,Tablet,Electronics,47832.32,4,0.2,10277.1,Delhi
ORD237,CUST1739,11-11-2023,Laptop,Electronics,22192.59,3,0.07,4820.13,Mumbai
ORD238,CUST1365,22-09-2023,Headphones,Accessories,39787.76,2,0.24,4920.65,Mumbai
ORD239,CUST661,11-08-2023,Camera,Electronics,39974.1,1,0.34,14024.46,Mumbai
ORD240,CUST1938,28-10-2023,Tablet,Electronics,39392.19,4,0.04,1424.68,Delhi
ORD241,CUST695,02-12-2023,Camera,Fashion,38054.71,3,0.49,2614.61,Delhi
ORD242,CUST925,25-08-2023,Watch,Electronics,11147.29,2,0.46,6839.19,Mumbai
ORD243,CUST152,13-01-2023,Tablet,Electronics,37695.53,2,0.44,1824.13,Kolkata
ORD244,CUST586,05-12-2023,Laptop,Accessories,7647.57,3,0.2,11579.12,Mumbai
ORD245,CUST1901,25-09-2023,Phone,Electronics,35768.9,1,0.43,5932.6,Bangalore
ORD246,CUST913,23-09-2023,Watch,Accessories,675.17,1,0.06,-4946.8,Kolkata
ORD247,CUST274,16-01-2023,Camera,Fashion,45981.84,1,0.46,1441.74,Kolkata
ORD248,CUST1578,02-04-2023,Watch,Fashion,41455.75,4,0.43,4981.79,Delhi
ORD249,CUST496,05-09-2023,Laptop,Electronics,34306.69,4,0.29,10610.49,Mumbai
ORD250,CUST1748,19-01-2023,Camera,Electronics,5176.16,3,0.33,9812.6,Delhi
ORD251,CUST101,26-12-2023,Watch,Accessories,41336.93,4,0.18,8403.25,Delhi
ORD252,CUST557,13-04-2023,Camera,Fashion,43821.1,1,0.47,11678.91,Delhi
ORD253,CUST1106,05-04-2023,Tablet,Accessories,34555.4,1,0.03,-715.82,Mumbai
ORD254,CUST1553,10-10-2023,Tablet,Electronics,48806.39,1,0.45,4193.56,Bangalore
ORD255,CUST73,01-08-2023,Camera,Fashion,5097.53,1,0.13,5813.81,Mumbai
ORD256,CUST1038,06-02-2023,Laptop,Electronics,35578.15,3,0.4,14471.05,Kolkata
ORD257,CUST1457,02-03-2023,Laptop,Fashion,26477.4,3,0.02,14525.99,Delhi
ORD258,CUST157,18-10-2023,Headphones,Accessories,7707.5,2,0.12,4947.02,Bangalore
ORD259,CUST735,28-12-2023,Tablet,Electronics,33091.5,4,0.1,-2158.09,Mumbai
ORD260,CUST132,30-10-2023,Laptop,Electronics,40076.65,2,0.49,12750.51,Chennai
ORD261,CUST1362,01-09-2023,Camera,Fashion,8655.04,3,0.1,-4465.5,Delhi
ORD262,CUST1019,07-11-2023,Tablet,Accessories,39777.79,4,0.19,4038.31,Bangalore
ORD263,CUST1428,10-12-2023,Bag,Fashion,5102.05,1,0.15,4964.97,Delhi
ORD264,CUST1400,17-12-2023,Phone,Fashion,29774.31,4,0.49,-2060.25,Kolkata
ORD265,CUST1912,06-01-2023,Watch,Fashion,40024.27,2,0.31,2430.49,Chennai
ORD266,CUST559,02-11-2023,Shoes,Electronics,7724.86,2,0.18,8433.42,Chennai
ORD267,CUST107,14-06-2023,Headphones,Accessories,28790.2,1,0.45,8970.68,Chennai
ORD268,CUST1644,13-01-2023,Phone,Accessories,21531.47,2,0.35,10574.48,Kolkata
ORD269,CUST265,25-01-2023,Shoes,Accessories,30560.13,1,0.35,6467.05,Bangalore
ORD270,CUST1229,12-08-2023,Laptop,Fashion,21498.97,4,0.24,872.37,Kolkata
ORD271,CUST1103,03-05-2023,Watch,Accessories,12920.14,4,0.25,-4754.2,Mumbai
ORD272,CUST155,09-05-2023,Headphones,Accessories,13063.64,1,0.37,7119.36,Bangalore
ORD273,CUST1807,01-11-2023,Phone,Electronics,43302.66,3,0.01,6262.04,Mumbai
ORD274,CUST988,02-05-2023,Shoes,Electronics,8244.49,4,0.22,7676.34,Delhi
ORD275,CUST997,04-02-2023,Shoes,Electronics,6594.16,3,0.49,13614.66,Bangalore
ORD276,CUST247,24-03-2023,Shoes,Fashion,5305.42,4,0.33,-244.04,Delhi
ORD277,CUST531,05-11-2023,Phone,Electronics,4170.66,4,0.19,9130.68,Delhi
ORD278,CUST858,01-07-2023,Bag,Accessories,1217.36,3,0.09,-992.75,Delhi
ORD279,CUST1972,17-03-2023,Laptop,Electronics,8440.09,2,0.18,10717.34,Bangalore
ORD280,CUST538,14-04-2023,Watch,Fashion,10040.01,1,0.24,-4386.46,Chennai
ORD281,CUST729,20-08-2023,Shoes,Electronics,13851.34,2,0.32,379.46,Mumbai
ORD282,CUST1178,30-10-2023,Camera,Accessories,6639.95,2,0.49,157.1,Kolkata
ORD283,CUST154,12-02-2023,Headphones,Electronics,5160.71,3,0.25,11976.15,Bangalore
ORD284,CUST1710,03-04-2023,Phone,Electronics,27303.1,2,0.18,5953.4,Delhi
ORD285,CUST92,24-05-2023,Headphones,Electronics,36074.98,3,0.13,3267.96,Delhi
ORD286,CUST1457,11-09-2023,Camera,Fashion,31694.27,4,0.38,-113.25,Mumbai
